Cover.Site,Cover.Community,Cover.Plot.ID,Cover.Sub.Plot.Number,Cover.Strata,Cover.Species,Cover.Percent,
MA,Marsh,7,2,U,JURO,95,
MA,Marsh,7,2,U,CLJA,5,
MA,Marsh,7,3,U,JURO,95,
MA,Marsh,7,3,U,CLJA,5,
MA,Marsh,7,4,U,CLJA,10,
MA,Marsh,7,4,U,BARE,5,
MA,Marsh,7,4,U,WRACK,10,
MA,Marsh,7,4,U,JURO,75,
MA,Marsh,7,5,U,JURO,90,
MA,Marsh,7,5,U,CLJA,10,
MA,Forest,4,1,U,ILGL,10,
MA,Forest,4,1,U,PEPA,15,
MA,Forest,4,1,U,WOVI,25,
MA,Forest,4,1,U,MYCE,25,
MA,Forest,4,1,U,LYLU,20,
MA,Forest,4,1,U,A____,5,"Arolia, Dentate"
MA,Forest,4,1,U,DEAD,5,
MA,Forest,4,1,O,NONE,0,
MA,Forest,4,1,U,ACRU,5,
MA,Forest,4,1,U,SMILAX,5,
MA,Forest,4,2,U,MOSS,50,
MA,Forest,4,2,U,A____,10,"Arolia, Dentate"
MA,Forest,4,2,U,ILGL,15,
MA,Forest,4,2,U,PISE,10,
MA,Forest,4,2,U,PEPA,10,
MA,Forest,4,2,U,LYLU,15,
MA,Forest,4,2,U,DEAD,10,
MA,Forest,4,2,U,WOVI,20,
MA,Forest,4,2,U,GRASS,5,
MA,Forest,4,2,O,NONE,0,
MA,Forest,4,3,U,PISE,20,
MA,Forest,4,3,U,LYLU,10,
MA,Forest,4,3,U,MOSS,30,
MA,Forest,4,3,U,PEPA,5,
MA,Forest,4,3,U,ILGL,5,
MA,Forest,4,3,U,WOVI,90,
MA,Forest,4,3,U,DEAD,5,
MA,Forest,4,3,O,NONE,0,
MA,Forest,4,4,U,PEPA,5,
MA,Forest,4,4,U,A____,10,"Arolia, Dentate"
MA,Forest,4,4,U,TORA,15,
MA,Forest,4,4,U,ILGL,10,
MA,Forest,4,4,U,MOSS,20,
MA,Forest,4,4,U,BARE,10,
MA,Forest,4,4,U,WOVI,50,
MA,Forest,4,4,O,NONE,0,
MA,Forest,4,4,U,DEAD,10,
MA,Forest,4,4,U,BARE,5,
MA,Forest,4,5,U,LYLU,30,
MA,Forest,4,5,U,WOVI,15,
MA,Forest,4,5,U,A____,15,"Arolia, Dentate"
MA,Forest,4,5,U,PEPA,10,
MA,Forest,4,5,U,ILGL,10,
MA,Forest,4,5,U,GA__,10,Galusacia
MA,Forest,4,5,U,PISE,10,
MA,Forest,4,5,U,SMILAX,5,
MA,Forest,4,5,U,DEAD,10,
MA,Forest,4,5,U,BARE,0,
MA,Forest,4,5,O,NONE,0,
MA,Forest,11,1,U,SMILAX,5,
MA,Forest,11,1,U,TORA,5,
MA,Forest,11,1,U,MOSS,10,
MA,Forest,11,1,U,MYCE,5,
MA,Forest,11,1,U,DEAD,10,
MA,Forest,11,1,U,WOVI,80,
MA,Forest,11,1,U,BARE,20,
MA,Forest,11,1,O,NONE,0,
MA,Forest,11,2,U,LYLU,30,
MA,Forest,11,2,U,WOVI,40,
MA,Forest,11,2,U,ILGL,5,
MA,Forest,11,2,U,UNKN-1,5,"Herbaceous, leaf eliptical (pointed, narrow), margin finely serrate"
MA,Forest,11,2,U,ACRU,5,
MA,Forest,11,2,U,DEAD,15,
MA,Forest,11,2,U,MOSS,5,
MA,Forest,11,2,U,BARE,5,
MA,Forest,11,2,O,NONE,0,
MA,Forest,11,3,U,LYLI?,5,See pic
MA,Forest,11,3,U,LYLU,10,
MA,Forest,11,3,U,ILGL,5,
MA,Forest,11,3,U,OSRE,5,
MA,Forest,11,3,U,MYCE,10,
MA,Forest,11,3,U,WOVI,70,
MA,Forest,11,3,U,Pickeral Weed,5,
MA,Forest,11,3,U,DEAD,5,
MA,Forest,11,3,O,NONE,0,
MA,Forest,11,4,U,OSRE,15,
MA,Forest,11,4,U,TORA,5,
MA,Forest,11,4,U,MYCE,5,
MA,Forest,11,4,U,MOSS,10,
MA,Forest,11,4,U,BARE,10,
MA,Forest,11,4,U,SMILAX,5,
MA,Forest,11,4,U,DEAD,5,
MA,Forest,11,4,U,PEPA,5,
MA,Forest,11,4,O,NONE,0,
MA,Forest,11,5,U,NYBI,5,
MA,Forest,11,5,U,MYCE,5,
MA,Forest,11,5,U,LYLU,15,
MA,Forest,11,5,U,WOVI,80,
MA,Forest,11,5,U,PEPA,5,
MA,Forest,11,5,O,NYBI,5,
MA,Forest,12,1,U,PEPA,5,
MA,Forest,12,1,U,ILGL,5,
MA,Forest,12,1,U,MYCE,5,
MA,Forest,12,1,U,DEAD,10,
MA,Forest,12,1,U,MOSS,5,
MA,Forest,12,1,U,TORA,5,
MA,Forest,12,1,U,WOVI,90,
MA,Forest,12,1,O,NONE,0,
MA,Forest,12,2,U,PEPA,5,
MA,Forest,12,2,U,MOSS,15,
MA,Forest,12,2,U,MICR,5,
MA,Forest,12,2,U,DEAD,5,
MA,Forest,12,2,U,OSRE,5,
MA,Forest,12,2,U,WOVI,60,
MA,Forest,12,2,U,BARE,10,
MA,Forest,12,2,O,NONE,0,
MA,Forest,12,3,U,LYLU,5,
MA,Forest,12,3,U,PEPA,15,
MA,Forest,12,3,U,DEAD,10,
MA,Forest,12,3,U,A____,5,"Arolia, Dentate"
MA,Forest,12,3,U,OSRE,15,
MA,Forest,12,3,U,WOVI,50,
MA,Forest,12,3,U,BARE,10,
MA,Forest,12,3,O,NONE,0,
MA,Forest,12,4,U,TORA,5,
MA,Forest,12,4,U,LYLU,50,
MA,Forest,12,4,U,WOVI,40,
MA,Forest,12,4,U,DEAD,15,
MA,Forest,12,4,U,BARE,5,
MA,Forest,12,4,O,NONE,0,
MA,Forest,12,5,U,LYLU,25,
MA,Forest,12,5,U,PEPA,25,
MA,Forest,12,5,U,RHCO,15,
MA,Forest,12,5,U,WOVI,10,
MA,Forest,12,5,U,MYCE,10,
MA,Forest,12,5,U,DEAD,10,
MA,Forest,12,5,U,BARE,15,
MA,Forest,12,5,U,ILGL,10,
MA,Forest,12,5,O,NONE,0,
MA,Forest,12,5,U,A____,5,"Arolia, Dentate"
MA,Forest,12,5,U,VACC,5,
MA,Marsh,2,1,U,CLJA,25,
MA,Marsh,2,1,U,JURO,70,
MA,Marsh,2,1,U,DEAD,15,
MA,Marsh,2,1,U,WATER,15,
MA,Marsh,2,2,U,CLJA,25,
MA,Marsh,2,2,U,JURO,70,
MA,Marsh,2,2,U,DEAD,15,
MA,Marsh,2,2,U,WATER,15,
MA,Marsh,2,3,U,CLJA,50,
MA,Marsh,2,3,U,JURO,15,
MA,Marsh,2,3,U,DEAD,15,
MA,Marsh,2,3,U,WATER,20,
MA,Marsh,2,4,U,CLJA,5,
MA,Marsh,2,4,U,JURO,50,
MA,Marsh,2,4,U,DEAD,10,
MA,Marsh,2,4,U,WATER,35,
MA,Marsh,2,5,U,CLJA,40,
MA,Marsh,2,5,U,JURO,30,
MA,Marsh,2,5,U,DEAD,15,
MA,Marsh,2,5,U,WATER,15,
MA,Marsh,5,1,U,OSRE,5,
MA,Marsh,5,1,U,WOVI,5,
MA,Marsh,5,1,U,CLJA,60,
MA,Marsh,5,1,U,DEAD,20,
MA,Marsh,5,1,U,WATER,20,
MA,Marsh,5,2,U,OSRE,5,
MA,Marsh,5,2,U,JURO,80,
MA,Marsh,5,2,U,DEAD,10,
MA,Marsh,5,2,U,WATER,10,
MA,Marsh,5,3,U,JURO,70,
MA,Marsh,5,3,U,DEAD,5,
MA,Marsh,5,3,U,WATER,30,
MA,Marsh,5,4,U,CLJA,5,
MA,Marsh,5,4,U,JURO,75,
MA,Marsh,5,4,U,DEAD,10,
MA,Marsh,5,4,U,WATER,20,
MA,Marsh,5,5,U,CLJA,20,
MA,Marsh,5,5,U,JURO,25,
MA,Marsh,5,5,U,DEAD,20,
MA,Marsh,5,5,U,WATER,35,
MA,Marsh,10,1,U,JURO,50,
MA,Marsh,10,1,U,DEAD,50,
MA,Marsh,10,2,U,CLJA,5,
MA,Marsh,10,2,U,JURO,50,
MA,Marsh,10,2,U,DEAD,45,
MA,Marsh,10,2,U,WATER,5,
MA,Marsh,10,3,U,CLJA,10,
MA,Marsh,10,3,U,JURO,30,
MA,Marsh,10,3,U,OSRE,35,
MA,Marsh,10,3,U,BAHA,5,
MA,Marsh,10,3,U,WOVI,5,
MA,Marsh,10,3,U,WATER,30,
MA,Marsh,10,3,U,DEAD,5,
MA,Marsh,10,4,U,JURO,80,
MA,Marsh,10,4,U,DEAD,20,
MA,Marsh,10,4,U,WATER,5,
MA,Marsh,10,5,U,CLJA,10,
MA,Marsh,10,5,U,JURO,35,
MA,Marsh,10,5,U,DEAD,45,
MA,Marsh,10,5,U,WATER,10,
PP,Forest,4,1,U,TORA,5,
PP,Forest,4,1,U,SMIL,15,
PP,Forest,4,1,U,PEPA,15,
PP,Forest,4,1,U,DEAD,5,
PP,Forest,4,1,U,BARE,60, 
PP,Forest,4,1,O,LIST,15,
PP,Forest,4,1,O,MYCE,5,
PP,Forest,4,1,O,PISE,5,
PP,Forest,4,2,U,TORA,20,
PP,Forest,4,2,U,MYCE,5,
PP,Forest,4,2,U,SMIL,5,
PP,Forest,4,2,U,DEAD,5, 
PP,Forest,4,2,U,BARE,70, 
PP,Forest,4,2,O,MYCE,50,
PP,Forest,4,2,O,PISE,25,
PP,Forest,4,3,U,SMIL,5,
PP,Forest,4,3,U,TORA,5,
PP,Forest,4,3,U,MYCE,5,
PP,Forest,4,3,O,QUNI,60,
PP,Forest,4,3,O,LIST,10,
PP,Forest,4,3,O,PISE,5,
PP,Forest,4,3,U,DEAD,5,
PP,Forest,4,3,U,BARE,70,
PP,Forest,4,4,U,SMIL,5,
PP,Forest,4,4,U,TORA,10,
PP,Forest,4,4,U,CARA,5,Campsis radicans
PP,Forest,4,4,U,PESP,5,
PP,Forest,4,4,U,BARE,60,
PP,Forest,4,4,O,PISE,30,
PP,Forest,4,4,O,MYCE,10,
PP,Forest,4,4,U,ACRU,5,
PP,Forest,4,5,U,TORA,5,
PP,Forest,4,5,U,SMIL,5,
PP,Forest,4,5,U,CARA,5,
PP,Forest,4,5,U,RUSH,5,
PP,Forest,4,5,U,DEAD,5,
PP,Forest,4,5,U,NARE,80,
PP,Forest,4,5,O,PISE,60,
PP,Transition,2,1,U,PHAU,15,
PP,Transition,2,1,U,TORA,10,
PP,Transition,2,1,U,GRASS,5,
PP,Transition,2,1,U,DEAD,15,
PP,Transition,2,1,U,PAQU,40,
PP,Transition,2,1,U,MYCE,10,
PP,Transition,2,1,U,SMIL,5,
PP,Transition,2,1,O,PISE,10,
PP,Transition,2,1,O,MYCE,5,
PP,Transition,2,2,U,WATER,5,
PP,Transition,2,2,U,DEAD,5,
PP,Transition,2,2,U,PHAU,30,
PP,Transition,2,2,U,SMIL,20,
PP,Transition,2,2,U,MYCE,10,
PP,Transition,2,2,U,TORA,15,
PP,Transition,2,2,U,OSR,5,
PP,Transition,2,2,O,PISE,5,
PP,Transition,2,3,U,WATER,35,
PP,Transition,2,3,U,RUSH,15,
PP,Transition,2,3,U,BAHA,5,
PP,Transition,2,3,U,PHAU,35,
PP,Transition,2,3,U,CENT,5,
PP,Transition,2,3,U,BARE,5,
PP,Transition,2,3,O,NA,0,
PP,Transition,2,4,U,WATER,15,
PP,Transition,2,4,U,BARE,5,
PP,Transition,2,4,U,WOVI,10,
PP,Transition,2,4,U,TORA,20,
PP,Transition,2,4,U,BAHA,5,
PP,Transition,2,4,U,PHAU,25,
PP,Transition,2,4,O,PISE,40,
PP,Transition,2,5,U,CENT,5,
PP,Transition,2,5,U,GESE,5,
PP,Transition,2,5,U,RUSH,5,
PP,Transition,2,5,U,PHAU,20,
PP,Transition,2,5,U,MYCE,20,
PP,Transition,2,5,U,WATER,20,
PP,Transition,2,5,U,OSRE,5,
PP,Transition,2,5,U,TORA,5,
PP,Transition,2,5,O,PISE,5,
PP,Transition,4,1,U,TORA,20,
PP,Transition,4,1,U,ACRU,10,
PP,Transition,4,1,U,BARE,80,
PP,Transition,4,1,U,MYCE,5,
PP,Transition,4,1,O,MYCE,15,
PP,Transition,4,1,O,SMIL,5,
PP,Transition,4,1,O,PITA,70,
PP,Transition,4,2,U,WATER,70,
PP,Transition,4,2,U,TORA,20,
PP,Transition,4,2,U,MYCE,5,
PP,Transition,4,2,U,BARE,15,
PP,Transition,4,2,U,WOVI,10,
PP,Transition,4,2,U,UNKN,5,
PP,Transition,4,2,O,PEPA,70,
PP,Transition,4,2,O,BAHA,5,
PP,Transition,4,2,O,UNKN,10,
PP,Transition,4,3,U,OSRE,5,
PP,Transition,4,3,U,MYCE,10,
PP,Transition,4,3,U,PEPA,20,
PP,Transition,4,3,U,LOJA,5,
PP,Transition,4,3,U,BARE,15,
PP,Transition,4,3,U,VIRO,5,
PP,Transition,4,3,O,MYCE,10,
PP,Transition,4,3,O,BAHA,15,
PP,Transition,4,3,O,PISE,5,
PP,Transition,4,4,U,TORA,20,
PP,Transition,4,4,U,SMIL,25,
PP,Transition,4,4,U,ACRE,5,
PP,Transition,4,4,U,UNKN,5,
PP,Transition,4,4,U,GRASS,5,
PP,Transition,4,4,U,BARE,20,
PP,Transition,4,4,O,PISE,10,
PP,Transition,4,5,U,LOJA,5,
PP,Transition,4,5,U,SMIL,5,
PP,Transition,4,5,U,TORA,5,
PP,Transition,4,5,U,LIST,5,
PP,Transition,4,5,U,BARE,85,
PP,Transition,4,5,U,DEAD,10,
PP,Transition,4,5,O,PEPA,40,
PP,Transition,4,5,O,PISE,50,
PP,Transition,6,1,U,MYCE,20,
PP,Transition,6,1,U,ANVI,15,
PP,Transition,6,1,U,WATER,15,
PP,Transition,6,1,U,HYDR,5,
PP,Transition,6,1,U,ELEOSP,15,
PP,Transition,6,1,U,BARE,30,
PP,Transition,6,1,U,MICR,5,
PP,Transition,6,1,U,ACRU,5,
PP,Transition,6,1,U,TYPH,5,
PP,Transition,6,2,U,TLRA,25,
PP,Transition,6,2,U,PAQU,5,
PP,Transition,6,2,U,HYDR,5,
PP,Transition,6,2,U,MYCE,10,
PP,Transition,6,2,U,PHAU,5,
PP,Transition,6,2,U,BARE,50,
PP,Transition,6,2,U,WATER,5,
PP,Transition,6,2,U,SMILAX,5,
PP,Transition,6,2,O,PITA,60,
PP,Transition,6,3,U,TORA,25,
PP,Transition,6,3,U,GRASS,15,
PP,Transition,6,3,U,DEAD,5,
PP,Transition,6,3,U,MYCE,5,
PP,Transition,6,3,U,MICR,5,Microstegium 
PP,Transition,6,3,U,HYDR,5,Hydrocotyll
PP,Transition,6,3,U,ELSP,5,
PP,Transition,6,3,U,BARE,75,
PP,Transition,6,3,U,WATER,5,
PP,Transition,6,3,O,PITA,15,
PP,Transition,6,4,U,MYCE,20,
PP,Transition,6,4,U,TORA,5,
PP,Transition,6,4,U,HYDR,5,
PP,Transition,6,4,U,JUSP,5,
PP,Transition,6,4,U,ELSP,5,
PP,Transition,6,4,U,TYPH,5,
PP,Transition,6,4,U,BARE,40,
PP,Transition,6,4,U,WATER,40,
PP,Transition,6,4,U,DEAD,10,
PP,Transition,6,4,O,PITA,5,
PP,Transition,6,5,U,PAQU,30,
PP,Transition,6,5,U,SMILAX,5,
PP,Transition,6,5,U,DEAD,10,
PP,Transition,6,5,U,WATER,75,
PP,Transition,6,5,O,PITA,80,
PP,Transition,3,1,U,HYDR,10,
PP,Transition,3,1,U,TORA,5,
PP,Transition,3,1,U,TYPH,5,
PP,Transition,3,1,U,JUSP,20,
PP,Transition,3,1,U,ELSP,10,
PP,Transition,3,1,U,DEAD,15,
PP,Transition,3,1,U,WATER,55,
PP,Transition,3,1,U,ANVI,5,
PP,Transition,3,1,O,PITA,5,
PP,Transition,3,2,U,HYDR,5,
PP,Transition,3,2,U,TORA,5,
PP,Transition,3,2,U,PHAU,10,
PP,Transition,3,2,U,GATI,10,"Narrow leaf, white flower (id'd previously)"
PP,Transition,3,2,U,MYCE,5,
PP,Transition,3,2,U,ANVI,5,
PP,Transition,3,2,U,GRASS,5,
PP,Transition,3,2,U,BARE,10,
PP,Transition,3,2,U,WATER,65,
PP,Transition,3,2,U,PITA,5,
PP,Transition,3,2,O,PITA,5,
PP,Transition,3,3,U,PHAU,10,
PP,Transition,3,3,U,ELSE,5,
PP,Transition,3,3,U,HYDR,5,
PP,Transition,3,3,U,TORA,5,
PP,Transition,3,3,U,PITA,5,
PP,Transition,3,3,U,JURO,15,
PP,Transition,3,3,U,ANVI,30,
PP,Transition,3,3,U,BARE,10,
PP,Transition,3,3,U,WATER,15,
PP,Transition,3,3,U,DEAD,15,
PP,Transition,3,3,U,MYCE,5,
PP,Transition,3,4,U,ELSP,10,
PP,Transition,3,4,U,MOSS,5,
PP,Transition,3,4,U,JUSP,5,
PP,Transition,3,4,U,HYDR,5,
PP,Transition,3,4,U,TORA,10,
PP,Transition,3,4,U,BAHA,5,
PP,Transition,3,4,U,MYCE,5,
PP,Transition,3,4,U,WATER,70,
PP,Transition,3,5,U,SMILAX,5,
PP,Transition,3,5,U,WOVI,5,
PP,Transition,3,5,U,MICR,5,
PP,Transition,3,5,U,HYDR,5,
PP,Transition,3,5,U,ACRU,5,
PP,Transition,3,5,U,BAHA,5,
PP,Transition,3,5,U,GRASS,5,
PP,Transition,3,5,U,JUSP,5,
PP,Transition,3,5,U,MYCE,5,
PP,Transition,3,5,U,TORA,5,
PP,Transition,3,5,U,WATER,25,
PP,Transition,3,5,U,BARE,60,
PP,Forest,13,1,U,SMILAX,10,
PP,Forest,13,1,U,PEPA,10,
PP,Forest,13,1,U,VIRO,10,
PP,Forest,13,1,U,PITA,5,
PP,Forest,13,1,O,PITA,30,
PP,Forest,13,2,U,UNKN,5,
PP,Forest,13,2,U,PAQU,5,
PP,Forest,13,2,U,PEPA,5,
PP,Forest,13,2,U,NYBI,5,
PP,Forest,13,2,U,GRASS,5,
PP,Forest,13,2,U,BARE,95,
PP,Forest,13,2,O,NYBI,5,
PP,Forest,13,3,U,VIRO,5,
PP,Forest,13,3,U,SMILAX,5,
PP,Forest,13,3,U,PEPA,10,
PP,Forest,13,3,U,DEAD,5,
PP,Forest,13,3,U,BARE,95,
PP,Forest,13,3,O,PITA,5,
PP,Forest,13,4,U,VIRO,20,
PP,Forest,13,4,U,SMILAX,5,
PP,Forest,13,4,U,PEPA,5,
PP,Forest,13,4,U,VACC,5,
PP,Forest,13,4,O,PITA,10,
PP,Forest,13,5,U,GESE,10,
PP,Forest,13,5,U,PEPA,10,
PP,Forest,13,5,U,SMILAX,5,
PP,Forest,13,5,U,VIRO,5,
PP,Forest,13,5,O,PITA,10,
PP,Forest,2,1,U,SMILAX,15,
PP,Forest,2,1,U,PEPA,5,
PP,Forest,2,1,U,BARE,90,
PP,Forest,2,1,U,DEAD,10,
PP,Forest,2,1,O,PITA,20,
PP,Forest,2,2,U,PITA,5,
PP,Forest,2,2,U,TORA,5,
PP,Forest,2,2,U,GRASS,5,
PP,Forest,2,2,U,MOSS,10,
PP,Forest,2,2,U,SMILAX,5,
PP,Forest,2,2,U,PEPA,5,
PP,Forest,2,2,U,BARE,85,
PP,Forest,2,2,O,NYBI,80,
PP,Forest,2,3,U,GESE,5,
PP,Forest,2,3,U,VIRO,5,
PP,Forest,2,3,U,PITA,5,
PP,Forest,2,3,U,TORA,5,
PP,Forest,2,3,U,SMILAX,30,
PP,Forest,2,3,U,GRASS,5,
PP,Forest,2,3,U,BARE,80,
PP,Forest,2,3,U,MYCE,5,
PP,Forest,2,3,O,PITA,5,
PP,Forest,2,4,U,MYCE,5,
PP,Forest,2,4,U,SMILAX,5,
PP,Forest,2,4,U,PEPA,5,
PP,Forest,2,4,U,PAQU,5,
PP,Forest,2,4,O,ACRU,20,
PP,Forest,2,4,O,PITA,30,
PP,Forest,2,4,O,NYBI,10,
PP,Forest,2,5,U,SMILAX,10,
PP,Forest,2,5,U,PEPA,5,
PP,Forest,2,5,U,GRASS,5,
PP,Forest,2,5,U,VIRO,5,
PP,Forest,2,5,U,ACRU,5,
PP,Forest,2,5,O,ACRU,5,
PP,Forest,2,5,O,PITA,30,
PP,Forest,7,1,U,SMILAX,10,
PP,Forest,7,1,U,GESE,5,
PP,Forest,7,1,U,PEPA,5,
PP,Forest,7,1,U,BARE,95,
PP,Forest,7,1,O,PITA,20,
PP,Forest,7,2,U,VACC,20,
PP,Forest,7,2,U,TORA,5,
PP,Forest,7,2,U,GESE,5,
PP,Forest,7,2,U,SMILAX,5,
PP,Forest,7,2,U,BARE,95,
PP,Forest,7,2,O,PITA,20,
PP,Forest,7,3,U,TORA,5,
PP,Forest,7,3,U,LIST,10,
PP,Forest,7,3,U,PAQU,5,
PP,Forest,7,3,U,SMILAX,5,
PP,Forest,7,3,U,BARE,80,
PP,Forest,7,3,O,PITA,5,
PP,Forest,7,4,U,LOJA,5,
PP,Forest,7,4,U,PISE,5,
PP,Forest,7,4,U,VIRO,5,
PP,Forest,7,4,U,BARE,95,
PP,Forest,7,4,U,PEPA,5,
PP,Forest,7,5,U,TORA,5,
PP,Forest,7,5,U,SMILAX,5,
PP,Forest,7,5,U,BARE,95,
PP,Forest,7,5,O,PITA,30,
PP,Forest,5,1,U,ARGI,15,
PP,Forest,5,1,U,SMILAX,20,
PP,Forest,5,1,U,TORA,40,
PP,Forest,5,1,U,BARE,20,
PP,Forest,5,1,U,PISE,5,
PP,Forest,5,1,U,MOSS,5,
PP,Forest,5,1,U,PESP,5,
PP,Forest,5,1,O,PISE,5,
PP,Forest,5,2,U,PESP,5,
PP,Forest,5,2,U,POCO,5,Pontederia cordata pickeral weed
PP,Forest,5,2,U,DEAD,10,
PP,Forest,5,2,U,WATER,95,
PP,Forest,5,3,U,ARGI,10,
PP,Forest,5,3,U,TORA,35,
PP,Forest,5,3,U,SMILAX,5,
PP,Forest,5,3,U,DEAD,10,
PP,Forest,5,3,U,PISE,10,
PP,Forest,5,3,U,MYCE,5,
PP,Forest,5,3,O,PISE,10,
PP,Forest,5,3,U,PESP,5,
PP,Forest,5,3,U,BARE,15,
PP,Forest,5,4,U,TORA,50,
PP,Forest,5,4,U,ARGI,30,
PP,Forest,5,4,U,SMILAX,15,
PP,Forest,5,4,U,ACRU,5,
PP,Forest,5,4,U,JUSP,5,
PP,Forest,5,4,U,MYCE,10,
PP,Forest,5,4,U,MOSS,5,
PP,Forest,5,4,U,BARE,20,
PP,Forest,5,4,U,WATER,5,
PP,Forest,5,4,O,PISE,25,
PP,Forest,5,5,U,TORA,25,
PP,Forest,5,5,U,MYCE,10,
PP,Forest,5,5,U,ARGI,5,
PP,Forest,5,5,U,DEAD,15,
PP,Forest,5,5,U,BARE,20,
PP,Forest,5,5,U,WATER,10,
PP,Forest,5,5,U,PEPA,5,
PP,Forest,5,5,O,PISE,5,
PP,Forest,20,1,U,SMILAX,5,
PP,Forest,20,1,U,VACC,5,
PP,Forest,20,1,U,PHAU,25,
PP,Forest,20,1,U,DEAD,25,
PP,Forest,20,1,U,BARE,40,
PP,Forest,20,1,O,PISE,15,
PP,Forest,20,1,O,QULA,20,
PP,Forest,20,2,U,TORA,15,
PP,Forest,20,2,U,SMILAX,5,
PP,Forest,20,2,U,PISE,5,
PP,Forest,20,2,U,ACRU,5,
PP,Forest,20,2,U,PHAU,50,
PP,Forest,20,2,U,BARE,35,
PP,Forest,20,2,O,PISE,20,
PP,Forest,20,3,U,OSRE,5,
PP,Forest,20,3,U,SMILAX,5,
PP,Forest,20,3,U,FERN,65,
PP,Forest,20,3,U,PEPA,20,
PP,Forest,20,3,U,LIST,5,
PP,Forest,20,3,U,BARE,20,
PP,Forest,20,3,U,DEAD,10,
PP,Forest,20,3,O,PISE,30,
PP,Forest,20,4,U,FERN,25,
PP,Forest,20,4,U,CACA,10,Carpinus Caroliniana
PP,Forest,20,4,U,DEAD,15,
PP,Forest,20,4,U,BARE,70,
PP,Forest,20,4,U,MOSS,5,
PP,Forest,20,4,O,PISE,30,
PP,Forest,20,5,U,TORA,5,
PP,Forest,20,5,U,PHAU,60,
PP,Forest,20,5,U,DEAD,25,
PP,Forest,20,5,U,UNKN,5,
PP,Forest,20,5,O,PISE,40,
PP,Forest,20,5,U,BARE,30,
PP,Forest,11,1,U,PESP,10,
PP,Forest,11,1,U,MICR,5,
PP,Forest,11,1,U,TORA,5,
PP,Forest,11,1,U,GRASS,5,
PP,Forest,11,1,U,PISE,5,
PP,Forest,11,1,U,MOSS,5,
PP,Forest,11,1,U,DEAD,5,
PP,Forest,11,1,U,WATER,15,
PP,Forest,11,1,U,BARE,60,
PP,Forest,11,1,O,PISE,15,
PP,Forest,11,2,U,UNKN 1,15,Pointed heart leaf
PP,Forest,11,2,U,MYCE,10,
PP,Forest,11,2,U,GRASS,5,
PP,Forest,11,2,U,ACRU,5,
PP,Forest,11,2,U,PAQU,5,
PP,Forest,11,2,U,PEPA,5,
PP,Forest,11,2,U,SMILAX,10,
PP,Forest,11,2,U,HYDR,5,
PP,Forest,11,2,U,BARE,75,
PP,Forest,11,2,O,PISE,5,
PP,Forest,11,3,U,TORA,10,
PP,Forest,11,3,U,SMILAX,5,
PP,Forest,11,3,U,PEPA,20,
PP,Forest,11,3,U,DEAD,10,
PP,Forest,11,3,U,BARE,60,
PP,Forest,11,3,U,PISE,5,
PP,Forest,11,4,U,MYCE,10,
PP,Forest,11,4,U,SMILAX,15,
PP,Forest,11,4,U,VACC,20,
PP,Forest,11,4,U,ANSP,5,Andropogon sp.
PP,Forest,11,4,U,BARE,60,
PP,Forest,11,4,U,DEAD,10,
PP,Forest,11,5,U,PESP,40,
PP,Forest,11,5,U,SMILAX,15,
PP,Forest,11,5,U,MYCE,10,
PP,Forest,11,5,U,DEAD,10,
PP,Forest,11,5,O,PISE,20,
PP,Forest,11,5,U,BARE,15,
PP,Forest,11,5,U,WATER,10,
PP,Transition,12,1,U,PESP,10,
PP,Transition,12,1,U,BAHA,10,
PP,Transition,12,1,U,TORA,15,
PP,Transition,12,1,U,JUSP,10,
PP,Transition,12,1,U,PISE,5,
PP,Transition,12,1,U,MYCE,5,
PP,Transition,12,1,U,PHAU,5,
PP,Transition,12,1,U,POSP,10,
PP,Transition,12,1,U,KOVI,10,
PP,Transition,12,1,U,HYDR,5,
PP,Transition,12,1,U,UNKN 2 ,5,"Rubus-like, trifoliate, dentate"
PP,Transition,12,1,U,DEAD,10,
PP,Transition,12,1,U,WATER,40,
PP,Transition,12,2,U,TORA,60,
PP,Transition,12,2,U,MYCE,5,
PP,Transition,12,2,U,PHAU,30,
PP,Transition,12,2,U,DEAD,20,
PP,Transition,12,2,U,BARE,10,
PP,Transition,12,2,U,ACRU,5,
PP,Transition,12,2,U,NYBI,5,
PP,Transition,12,3,U,TYPHA,5,
PP,Transition,12,3,U,SMILAX,20,
PP,Transition,12,3,U,TORA,45,
PP,Transition,12,3,U,MYCE,25,
PP,Transition,12,3,U,ANSP,10,
PP,Transition,12,3,U,DEAD,20,
PP,Transition,12,3,U,BAHA,5,
PP,Transition,12,3,U,PESP,5,
PP,Transition,12,3,U,BARE,10,
PP,Transition,12,4,U,TORA,35,
PP,Transition,12,4,U,ACRU,25,
PP,Transition,12,4,U,ANSP,5,
PP,Transition,12,4,U,JUSP,10,
PP,Transition,12,4,U,BAHA,5,
PP,Transition,12,4,U,PESP,5,
PP,Transition,12,4,U,HYDR,5,
PP,Transition,12,4,U,SMILAX,10,
PP,Transition,12,4,U,BARE,5,
PP,Transition,12,4,U,WATER,5,
PP,Transition,12,4,U,DEAD,5,
PP,Transition,12,4,O,PISE,5,
PP,Transition,12,5,U,TORA,35,
PP,Transition,12,5,U,PHAU,30,
PP,Transition,12,5,U,DEAD,20,
PP,Transition,12,5,U,MYCE,5,
PP,Transition,12,5,U,MOSS,5,
